"x,2,1,2,21/21,1C,1,1,12/1,12C,1,x,2/x,1S,1,x2/2,2211112S,2,212,2 2 23",d1>,2016-12-02,117235,45
"2,x4/x,2,1,1,x/x,1C,x3/x,2,x3/1,2,x,1,x 2 5",Cc3,2017-02-09,152411,9
"x4,2/x3,2C,2/1,1,x,1,2/2,1,2,12,x/1,1,21,x,1221C 2 14",c4+,2016-10-31,106110,27
"2,x4/2,2,x3/x2,1C,x2/1,1,2C,1,x/x4,1 2 5",b3,2017-02-09,152451,9
"x,1212C,x,1,1/2,1121C,x,12,1/1S,x,2,2,2/x,1,x3/x4,2 2 14",c1,2016-12-05,118425,27
"x5/x,1,1,221C,x/x,121,2,1,1112S/x2,2C,2,1/2,x3,1 2 14",c4-,2016-11-12,110008,27
"1,1,x3/1,111112C,2,21,1/1,x,221,2,2/221C,21,1,2,1/2S,12221S,2S,1112S,2 2 32",c5-,2016-09-30,95892,63
"2,1,x,1,2/22221C,1,1,12S,2/1,111112C,122,2,1/21,2,x,1,x/2,2112,x3 1 28",2a4>,2016-11-07,108042,54
"1,12,x,1,1/x,2S,12,12S,x/x2,2,1,12112C/2,21,21,21,1221C/2,2,1,1,1 1 28",b3,2016-09-13,88802,54
"2,1,x,1,12/x,1,2S,1,112/1,1,21,112S,x/2,1,221C,112C,x/x,12,12,1,1 2 23",a1>,2016-11-05,107286,45
"1,x3,2/x2,12C,x,2/1,121,21C,1,12/x2,2,121S,1/x4,2 2 14",e5-,2017-01-29,146444,27
"x2,1,2,1/1,1,1C,12S,x/1S,2,1112C,1,x/x,212,212,2,2/x,1,1,x,2 1 19",d3+,2016-12-01,116764,36
"1,x,1,1,2/x,1,1,2,x/x,2C,1221C,2,1/x,2,1,x2/x,121S,2,2,2 2 14",c5-,2016-11-05,107448,27
"x,1,1,1,x/2,2,1C,2,2/2,2,1,12C,1/x2,121S,2,1/2,x,21,x,1 2 14",2d3<,2016-11-20,113362,27
"2,1,x2,1/2,1,x3/1C,1,x3/2,x4/2,x4 2 5",Cc3,2016-12-30,125586,9
"1,1,21,1,112S/x,2,221221S,2,12/2C,x,2S,2,2/1,12S,22121C,2S,2/1,1,1,1,2 2 32",3e1<,2016-12-16,121870,63
"x4,2/1,1,x2,2/x,2,21C,12C,11112121112/x,2,x,112S,1S/1,x,1221,2S,2 1 28",d2,2017-01-24,140470,54
"x,1,2S,1,x/1,1121C,2,2212C,1/x,2S,x3/x5/2,1,1,x2 2 14",d4,2016-09-20,91829,27
"1,1,2,1,1/x2,2,1,x/x3,2,x/x5/x4,2 2 5",Cc3,2016-12-14,121096,9
"x5/2,2,x,21212,x/1,2C,21C,1S,2/1,1,2,2,1/1,1,x,1,2 2 14",4d2<22,2016-11-25,114997,27
"2,1,1,x,1/2,1,21,x,1/21,x,1,x,2S/2,121112C,2,12212S,12/21C,2,2,1,x 1 28",2a5-,2016-12-16,121858,54
"x4,1S/1,2C,12,2,x/2,1,2,x2/x2,12,1,21/1,1,1C,x,221 2 14",Sd5,2017-02-01,148034,27
"1,1,x3/x,1,2,x2/x2,1C,x2/x5/2,2,1,2,x 2 5",Cc4,2016-11-11,109658,9
"x2,1S,212,2/x,2,12C,x2/x,2,1,1C,x/x,2,x,1,x/x3,1,1 1 10",b5,2016-10-20,102247,18
"1,2,x3/x,1C,2C,1,x/x,12,x,2,x/x,121,x2,2/1,1,x2,2 1 10",2b4-,2016-10-28,105182,18
"2,x4/112,x,1,x2/21,21C,x,212,1/1,12C,2,x2/1,1,2,x2 2 14",d4,2017-02-01,148217,27
"1,1,x,2,x/x,1,1,2C,x/x2,1C,x2/x2,2,x2/2,x4 2 5",d3,2016-11-09,108830,9
"2221,2,12,x,1/x,21,x3/1C,1,12C,2,2/x,1,21,x2/x,1,x3 2 14",b1+,2017-02-01,148118,27
"1,1,1,2,212S/1,1,x,1S,2/1,2,112112112C,x,21C/x,2,12,12,x/2,221,2,1S,2 1 28",2e3-11,2016-12-05,118411,54
"x4,2/x5/x,2S,2,2S,x/1,x,2C,11C,2/x,212,1,1,1 1 10",c5<,2016-09-23,92857,18
"x3,12,x/2,x,21,12,112S/2221C,2112C,2,1,1/1,12,x,1,1/2,2,1,x,1 2 23",b2,2017-02-04,149431,45
"x2,12,2,2C/2,2,121C,x,1/x3,1,1/x4,1/2,x3,1 1 10",2c2-,2016-11-07,108175,18
"2,2,1,1C,2/2,2,221S,1,x/2,1S,11121,2,2/221S,2,12212C,21,1/1,1,x2,111112 1 37",e4+,2016-12-17,122136,72
"x,1,2,1,1/x,2,1,1,x/1,x,2,12S,x/x,1122221C,12C,1,1/x,1,2,2,2 1 19",5b4-14,2016-11-05,107501,36
"2,2,2,x,1221/x5/x3,1,1/12,x,121C,1,x/1,112C,x3 2 14",d2,2016-12-16,122014,27
"1,2,x,2,221S/1,12C,1S,1,1/2,2,1,12,2/x2,1122221C,1,x/12S,212221S,1,221,121 1 37",b4,2017-01-02,126291,72
"x3,1,2C/2,x2,2,1/x4,1/x4,1/2,x3,1 2 5",d3,2016-12-04,118018,9
"1,x,1,x,2/x,1,112S,12,2/x,2C,121C,x,2/x3,121,x/x3,2,1 2 14",d5-,2016-10-12,100035,27
"x2,2,x,1/2,x,2,1,1/221,2,21,1,x/2,2,1S,1,1/2,1C,221112C,2,2 1 19",2c3<,2016-12-02,117232,36
"1,x,1,2221C,1/x,12212S,2,21221S,x/2C,1,12,1,1/1,x,12,1,212221S/1,1,1,2,x 2 32",b1,2016-11-25,114709,63
"x4,2/x2,2,21,21/x2,21,2,x/x2,1,2112C,2/1,1,1,2,x 2 14",c2>,2016-10-26,104524,27
"1,121,1,2,x/2,1,2,2,2121C/x2,2221S,1S,12212C/1S,2,2,x,2/x,2,x,1S,2 2 23",d4,2016-12-14,121098,45
"2221C,2S,1,1,1/x,212121,111112C,x2/x2,1,x2/2,2,x3/2,x2,1122112,221S 2 32",5c2<,2016-12-13,120802,63
"2,x3,1/x,2C,1,1,x/x,1C,2,2,x/x2,1,x2/x5 2 5",c1,2016-10-31,106110,9
"2,2,2,212C,x/x2,1C,x,212/x3,1,x/x3,1,x/1,x2,1,x 1 10",c2-,2016-12-19,122766,18
"2,x,2,1,12/x5/x2,12C,1221C,x/x2,1,1,x/x5 1 10",d2,2016-08-30,81925,18
"x,2,2221S,2,2/x,2,x3/1,1,1121212,x,1/x3,1C,x/x2,2C,1,1 1 19",b3>,2016-12-26,124508,36
"x4,2/x,2,x,2,x/1,1,12C,x2/x,1,12,x,1C/x2,1,21,2 1 10",d4,2016-10-31,106075,18
"2,x,21S,22,112/x,2,1112C,x,1/x2,1C,x,1/x2,1,x2/x5 2 14",d2,2016-11-13,110599,27
"21,2,2112S,2,2/2,1112C,2,21,x/x3,1,x/1211112,x,1,21C,1/112,x2,2,1 1 28",2a1+,2016-12-02,116983,54
"x,2,x2,2/2212,221,22221C,1,x/12,2,x2,1/2,21,112121212C,x2/x2,11121,x,1 2 32",b3+,2017-01-27,142120,63
"1,x2,1,2/x2,2,1,2/21,12,2,12,21/x,21212,x,12C,1/x3,21C,1 1 19",a4,2016-11-08,108495,36
"1,x4/1,1C,1,x2/x,21,1,x2/212S,2,2,2,x/x3,2,2 1 10",c3+,2017-02-03,149260,18
"x5/2,x,2121C,2,x/x,1,x3/1,12C,2,1,x/2,x3,1 1 10",e4,2016-12-03,117561,18
"2,2,x,1,x/x2,2,1,x/x2,2,x2/1,1,1,x2/x5 2 5",Cd3,2016-11-18,112640,9
"1,x,112,12,1/x2,212,x2/x2,122112,1,x/x,1C,2C,x,1/x,2,x3 1 19",Sc5,2016-11-20,113172,36
"2,21C,x3/1,22C,12,2,x/x,1,1,2,1/x,1,1,221,2/1,1,x2,2 2 14",e4<,2016-12-10,120093,27
"x2,2,2,2/x,2,1,1,x/x,2,12C,1,x/x2,1,1C,x/2S,1,1,2,1 1 10",e4,2016-12-07,118936,18
"2,x,1,1,1/1,1212,2,1,x/1C,1,2112C,x,1/x2,2,2,x/2,x4 2 14",b1,2017-01-08,127978,27
"2,21S,21,2,x/2,21,2,x2/x,1,2221C,2121,1/x,2S,x,2,x/1,11,22112C,121,2121S 2 32",a3,2017-01-16,135647,63
"2,212212S,1,1C,2/2,1S,12,212C,2/x2,1,2,1/1,1,1,12S,x/x,1,x3 1 19",d5,2016-11-03,106892,36
"121,112,12,x2/1,2,x,21S,12/x,2C,222221C,x2/x,1,2,2,1/1,x2,2,1 2 23",a4,2016-07-22,70146,45
"12S,1,2,2S,1/1,12C,1,x,12/1,x,2,x,2/x2,2,21,122221C/2,1,21S,x,2 2 23",b4,2016-08-20,79027,45
"x5/x5/1C,2C,x3/2,1,1,x2/2,2,1,x,1 2 5",c3,2016-11-09,108810,9
"2,x4/21,2,22221C,x2/2,2,1S,212,1212/112C,1,2,x2/111121S,x,1,1,1 1 28",c3>,2016-11-16,111731,54
"x,12S,1,x,1/1,12,2122121C,1,1/1,1112,2S,2,2C/21,2,x,2,x/x2,21S,x2 2 32",e3-,2017-02-01,148063,63
"x5/2C,x,1212,2,x/1,21C,x,2,x/1,x,1,x2/1,x3,2 1 10",b2,2016-12-12,120549,18
"1,x3,2/1,1,x,2,2/1,12221C,x,12C,x/2,x,2S,1,21/x,1,x2,2 2 14",Sb4,2016-12-07,119210,27
"2C,1,x3/1C,2,x3/1,x3,2/1,x4/1,x3,2 2 5",c2,2017-01-27,141819,9
"2,1,x,2221C,2/2,2,12C,1,x/2,2221S,21S,x,12/1,1,112S,x,1/2,1,112S,1,1 1 28",d3,2016-10-26,104616,54
"x,12,1,1,1/2212221221S,x,2,1,1/x,21,2,2,1/2,22221C,1,12C,2/x2,21,x2 1 28",Sb2,2016-11-12,109985,54
"2,x3,1/2,2,x,1,x/221,2,1,1,x/x,12C,1C,x2/2,x4 1 10",c3<,2016-10-31,105955,18
"12,1,1C,112C,1/21,221S,1,2,x/x,2,1,x2/x3,2,x/2,x4 2 14",d3,2017-02-09,152673,27
"1,x3,2/1,x,1,2,2/2S,x,1,x2/x2,1,x2/x5 2 5",Sc5,2016-05-24,36126,9
"x3,1,2/x2,2,1,1/x2,2,1,x/x2,1,2,x/x5 2 5",d5,2016-05-03,7628,9
"x,12,x3/x,221C,21,21,2/x,1,2,221,x/1,1,112C,21,x/1,2,x,2,1 2 23",c3-,2017-01-26,141410,45
"12,22122121C,221,1,2/1,112S,x,112,1/2,x,12,x2/1,x,2C,x2/1,1,2,x2 1 28",e2<,2016-11-05,107578,54
"x3,2,1/121,x2,2,x/1,112S,1121C,x2/x,1,12,21S,2/2C,2,2,1S,2 1 19",3a2>12,2016-11-12,110006,36
"x4,1/x2,1,1,x/x5/x,1C,2C,x2/x,1,2,2,2 2 5",b3,2017-02-09,152360,9
"1,112S,12,x,2/x2,2,1C,2212C/x2,2,21,1/x4,1/2,x3,1 2 14",4e2+112,2016-05-15,27397,27
"2,2,x2,1/2,1,1,x2/1C,2C,1,x2/x5/x5 2 5",b4,2016-12-16,122010,9
"1,2,1,2,x/1,1,12,x2/x,1C,1,12,x/1,x,2C,1,x/2,2121,2,x,2 2 14",c5<,2016-12-06,118628,27
"x5/2,2,x3/1222,2,x,1122121C,1/1,2C,x,112,x/x,121,1,1,1 2 23",b4+,2016-10-27,104882,45
"x,12,x,1,1/x,12121,x,1,x/x,2,1,x2/x,2,2C,x2/x2,21C,2,2 2 14",b3-,2016-12-10,120088,27
"x2,2,2S,1/x2,12,x,1/1,x,221C,2,x/2,2C,1S,1,21112S/2,x,2,2,1 1 19",b3,2016-12-05,118208,36
"x4,2/x5/x2,2,x2/x,1,1,2,x/x,2C,1,1C,1 2 5",b5>,2017-01-21,138728,9
"x2,12,x,1/1,1,21C,2S,1/x,2,2,1,1/x2,2C,2,x/x4,2 1 10",2c2+,2016-11-13,110609,18
"x4,2/x,1,2,x2/x,2C,121,x2/x,2,21,x2/2,2,1,1,1 1 10",3c3-12,2016-06-05,46463,18
"1,2,1,x2/1,1C,2C,2,x/2S,1,x,1,x/112,1121212,x2,12/x4,2 1 19",Sc4,2016-12-04,117831,36
"1,x,121112C,1,1/x2,21C,1,x/x2,2,2,x/x2,1,2,x/x,2,2,1,2 2 14",b2,2016-12-09,119837,27
"1,1,x2,2/1,x,1221C,1,x/11,1,1,12,x/1,1S,1112S,x,2/1221212C,2112,x3 2 32",5a5-122,2016-12-26,124586,63
"2,x,2,2,1/x3,21C,x/x3,21,2S/x,2C,21,1,1/1,1,2S,x,1 2 14",e3+,2016-11-07,108189,27
"x4,1/x,2C,x3/x,1,1C,x2/x,1,2,x2/x,1,x,2,2 2 5",a3,2016-12-14,121146,9
"1,x2,22,1/x,1,12S,221,22121C/x2,1,x,2C/x,2,x2,2/x4,2 1 19",3d2-,2016-11-19,113107,36
"x2,2,x2/x,1,1,2,x/1,1,112C,12,1/x,2,x,1221C,x/2,2,x,1,1 2 14",c4,2016-11-06,107924,27
"x,1,x,11112,2/21,1,21S,212S,221/x,2111112C,x,2,211112S/x,12,x2,2/2,221C,x2,2 1 37",3b5-,2017-01-08,127953,72
"112,1,x3/1,1,2C,x2/x2,21211C,112S,1/x2,2,2,x/2,2,2,12,1 1 19",3c3+21,2016-08-21,79139,36
"1,x3,2/1,1112,112,2,2/1,1122C,x2,2/2S,1,1C,1,2S/1,1,1,2S,21121121S 1 28",d3,2016-12-12,120551,54
"2,x2,1,x/x,121,212C,1,x/1C,1,x,112S,2121/2,x,2,x2/2,x,2,1,1 1 19",c3,2017-01-20,138329,36
"1,x3,2/x5/2,2C,1,x2/1,1,1C,x2/x,2,x3 2 5",c2,2016-11-25,114729,9
"x4,2/x,2,2,2,2/x2,221C,2,x/1,x,22121,1S,1/112S,1,x,12C,1 1 19",3c3-,2017-01-07,127583,36
"x4,1/x5/x3,1,1/x2,1,x2/2,1C,2,2,2 2 5",Cb4,2016-11-29,115966,9
"1,x4/x,1,x3/x,2C,2,121C,1/x,1,2,2,2/x,1,1,2,2 1 10",3d3+12,2017-01-29,146381,18
"1,x3,2/x,1,x3/x2,1C,2,x/x2,1,2,x/x2,2,1,x 2 5",c5>,2016-10-25,103993,9
"1,x4/x,1,x3/2,2C,2,221,1S/x2,1,2,2/1,x2,2,x 1 10",d2,2016-05-10,3525,18
"2,2,1C,x2/x,2,1,x2/x2,121,11221S,x/x2,2,x2/1,x,12C,1,x 2 14",2c5-11,2016-12-30,125587,27
"2,x4/x5/x,1,1C,x2/2,1,2C,x2/1,1,2,x2 2 5",a3,2016-11-11,109327,9
"1,x,2,12,x/1,2S,x,1,x/2C,1C,1,21,x/2,2,2,1,x/x5 1 10",e1,2016-12-19,122739,18
"1C,x,2,2,2/1S,1S,2,2,112/1S,1121112C,1S,12112,21S/2,21S,21,2,2/2,21,x,1,1 2 32",c5,2016-12-04,117773,63
"x2,1,1,12/x,1,2,111C,22C/1,2,2,x,1/x,1,2,1,1/x,1,2,2,2 2 14",2e1<11,2016-09-02,83137,27
"2,x3,1/x5/x,1,x,1C,2/x,1,2,2,1/x5 2 5",Cc3,2016-11-09,108641,9
"1,x,2,x2/x,1,12S,21,x/1,1C,x,1,1112/x,12S,121S,2,2/2,2,22122112C,1S,2 1 28",e2,2016-11-27,115361,54
"1,2,x,2,2/x,1,x,2,x/x2,1C,x2/x3,1,x/x4,1 2 5",Cc2,2016-10-08,98919,9
"x,1,12C,1C,1/x,1,1,2,x/x,1,2,2,x/x,1,1,2,x/x,2,2,x,2 1 10",a5,2017-01-21,138728,18
"x3,2,2/x,2,1,1,1/x,2,1,2,x/x2,2,2C,1C/1,1,1,12,x 1 10",b4,2016-10-30,105797,18
"2,x3,1/2,2,x2,1/2,2,2,1C,1/1,1,121S,1,1/1S,2,2,12,2C 2 14",a3+,2016-11-17,112202,27
"12211112C,1S,2,2,x/11,x,1S,2,2/x2,21,2221S,1/x,2121,21C,2,12/1,211,2221,x,2 2 41",b3,2017-02-04,149369,81
"2,x4/x,2,221,x2/x2,21,1,x/x,1,x,2C,2/1,2S,x,1,1 1 10",Cc4,2016-10-18,101896,18
"x5/1C,2,x3/2,2C,x3/1,1,1,x2/1,x3,2 2 5",d4,2017-01-31,147965,9
"1,1,2,2,2/x,1,221,x2/12,2,2221C,12,1/x,2,1112C,1,2/1,x,121S,1,1 2 23",2d3+,2016-11-09,108904,45
"x,1,x,12,x/x,12,1,1,x/12C,x,1,112221C,2/1,2,212,x2/1,x3,2 1 19",c1,2016-11-01,106469,36
